",""smiles"""
"2504,""COc1ccc(cc1NNC(=O)OC(C)C)c2ccccc2"""
"2505,""CC1(C)NC(=O)NC1=O"""
"2506,""CCCCCCOC(C)=O"""
"2507,""[Na+].[Na+].[O-][S](=O)O[S]([O-])=O"""
"2508,""CO[P](O)(=S)Oc1ccc(c(C)c1)[N+]([O-])=O"""
"2509,""CCCCCC(O)C#C"""
"2510,""CC(C)N(C(C)C)C(=O)SC\C(Cl)=C\Cl"""
"2511,""Cc1cccc(Cl)n1"""
"2512,""CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C"""
"2513,""Brc1ccc(Br)c2c3ccc4C(=O)c5ccccc5c6ccc(C(=O)c12)c3c46"""
"2514,""CCN(CC)CC"""
"2515,""CCC(C)C(C)C=O"""
2516,NA
"2517,""CCCOC(=O)C1C(C)Cc2cc3OCOc3cc2C1C(=O)OCCC"""
"2518,""O[As](O)(=O)c1ccccc1"""
"2519,""Clc1ccc(cc1)c2ccc(Cl)cc2Cl"""
2520,NA
"2521,""N/C(N\N=C\c1ccc(Cl)cc1)=N\N=C\c2ccc(Cl)cc2"""
"2522,""Nc1ccc(F)c(c1)C(F)(F)F"""
2523,NA
"2524,""[Cl-].[Cl-].[Ni++]"""
"2525,""CCc1nc(N)nc(N)c1c2ccc(Cl)cc2"""
2526,NA
"2527,""CC(O)COC(C)CO"""
"2528,""CCCCCCCCCCCCCCCCI"""
"2529,""OC(=O)CCCC(O)=O"""
"2530,""Oc1ccc(Oc2ccc(O)cc2)cc1"""
"2531,""[NH4+].CC([O-])=O"""
"2532,""[O-][N+](=O)c1c(Cl)cc(Cl)c(c1Cl)[N+]([O-])=O"""
2533,NA
"2534,""CCCCCCCCCCCCCOCCO"""
2535,NA
"2536,""[Na+].Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2[O-]"""
2537,NA
"2538,""ClC(Cl)C(=O)N(CC=C)CC=C"""
2539,NA
2540,NA
"2541,""Cn1nc(C)c(C(=O)c2ccc(Cl)c(C)c2Cl)c1OCC(=O)c3ccc(C)cc3"""
"2542,""[H+].[Cl-].CC(C)NCC(O)COc1cccc2ccccc12"""
"2543,""CC(C)COC(C)=O"""
"2544,""BrC(Br)c1ccccc1C(Br)Br"""
"2545,""CCO[P](=S)(OC(C)C)Oc1cnc(nc1)C(C)(C)C"""
"2546,""CCO[P](=S)(OCC)Oc1cc(C)nc(n1)N(C)C"""
"2547,""Clc1ccccc1Cl"""
2548,NA
"2549,""CC1=CC(=C(C#N)C(=O)N1)C"""
"2550,""COc1ccc(N)cc1"""
"2551,""CC1=CC(=O)NO1"""
"2552,""Oc1ccccc1[N+]([O-])=O"""
"2553,""[Na+].Oc1c(O)c(cc2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O"""
"2554,""COc1ccc(cc1)C(O)(C2CC2)c3cncnc3"""
"2555,""CO[P](=O)(OC)Oc1ccc(cc1)[N+]([O-])=O"""
"2556,""CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O.CON(C)C(=O)Nc2ccc(Cl)c(Cl)c2"""
2557,NA
"2558,""COC(=O)c1c(Cl)nn(C)c1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2"""
"2559,""CO[P+](=O)OC"""
"2560,""CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13"""
"2561,""CC(O)C#C"""
"2562,""N#Cc1cccc(c1)C#N"""
"2563,""CC1CO1"""
"2564,""ClCC(Cl)C=C"""
"2565,""[Na].CC(O)=O.OCC(O)C(O)C(O)C(O)C=O"""
2566,NA
"2567,""CO[P](=S)(OC)Oc1ccc(cc1Cl)[N+]([O-])=O"""
"2568,""CC(c1ccc(Cl)cc1)c2ccc(Cl)cc2"""
"2569,""[Cl-].C[C@H]1O[C@H](OC2[C@H](O)[C@@H](O)C(O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1N=C(N)C(O)=O.[H+]"""
"2570,""CCC(C)N"""
"2571,""CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC"""
"2572,""CC(C)=NO"""
2573,NA
"2574,""[O-][N+](=O)c1cc(Cl)cc(Cl)c1"""
2575,NA
"2576,""FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl"""
"2577,""OC1CCCC1"""
2578,NA
"2579,""BrC(Br)C#N"""
"2580,""CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl"""
"2581,""[Cu+].[C-]#N"""
"2582,""COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC"""
"2583,""CCOc1cc(ccc1C2COC(=N2)c3c(F)cccc3F)C(C)(C)C"""
"2584,""CC(C)(OO)c1ccccc1"""
"2585,""OCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl"""
"2586,""CC(C)[C@@]1(O)[C@@H](OC(=O)c2[nH]ccc2)[C@@]3(O)[C@@]4(C)C[C@]5(O)O[C@@]6([C@H](O)[C@@H](C)CC[C@]46O)[C@@]3(O)[C@]15C"""
2587,NA
"2588,""OC(=O)C=C"""
2589,NA
2590,NA
"2591,""Nc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O"""
2592,NA
"2593,""CC(=O)Nc1ccc(O)cc1"""
2594,NA
2595,NA
"2596,""CCCCCCCCCCBr"""
"2597,""CCCCN(CCCC)C=O"""
"2598,""CCCCn1ccnc1"""
"2599,""OC1=C(O)C(=O)C(=C(O)C1=O)O"""
"2600,""C/C=N/O"""
"2601,""ClCC(=O)c1ccc(Cl)cc1"""
"2602,""O=C1CCCCC1"""
"2603,""Oc1c(I)cc(cc1I)C#N"""
"2604,""ON\C=C/1C=CC=CC1=O"""
"2605,""CN"""
"2606,""c1ccc2cnncc2c1"""
"2607,""C[C@@H](Oc1ccc(Oc2ncc(Cl)cc2F)cc1)C(=O)OCC#C"""
"2608,""Cc1ccc(cc1)[S](=O)(=O)C(I)I"""
"2609,""Cc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O"""
"2610,""Oc1c(Br)cc(Br)cc1C=O"""
"2611,""OC(=O)CC(O)(CC(O)=O)C(O)=O"""
"2612,""OC(=O)CN1C(=O)Sc2cccc(Cl)c12"""
"2613,""ClCCOC(=O)NC1CCCCC1"""
"2614,""[O-][N+](=O)c1ccc(NC(=O)NCc2cccnc2)cc1"""
"2615,""Cc1cccc(Nc2ccccc2C(O)=O)c1C"""
"2616,""CCC1(CCC(C)C)C(=O)NC(=O)NC1=O"""
"2617,""CC(C)COC(=O)C=C"""
"2618,""FC(OC(F)(F)F)C(F)(F)Oc1ccc(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl"""
"2619,""O.O.[Na+].[O-]c1c2ccccc2c(cc1[N+]([O-])=O)[N+]([O-])=O"""
"2620,""[K+].[K+].[K+].[O-][P]([O-])([O-])=O"""
"2621,""CN=C(NCCSCc1nc[nH]c1C)NC#N"""
"2622,""OC(=O)CCCc1c[nH]c2ccccc12"""
"2623,""CCOCC[P](S)(=S)c1ccc(C)cc1"""
"2624,""[Na+].C[C@H](CCC([O-])=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C"""
"2625,""[Na+].[Na+].CN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(C)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1"""
2626,NA
"2627,""CCCCCCC(C)N"""
"2628,""Cc1c(N)c(ccc1[N+]([O-])=O)[N+]([O-])=O"""
"2629,""[Na+].Oc1ccc(O)c(c1)[S]([O-])(=O)=O"""
"2630,""Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F"""
"2631,""Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F"""
"2632,""Cc1cc(C)nc(N[S](=O)(=O)c2ccc(N)cc2)n1"""
"2633,""CC(C)(O)C(F)(F)C(F)F"""
2634,NA
2635,NA
"2636,""[Na+].[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CCN(CC([O-])=O)CC([O-])=O"""
"2637,""CCCCOC(=O)CCC"""
"2638,""COc1cc(C=O)cc(Br)c1O"""
"2639,""CC(=C)[C@@H]1CC=C(C)C(=O)C1"""
"2640,""[K+].[O-][Cl](=O)(=O)=O"""
"2641,""Cc1ccc(c(O)c1)[N+]([O-])=O"""
"2642,""Oc1cccnc1[N+]([O-])=O"""
2643,NA
"2644,""CC(C)(C)c1ccc(cc1)C(N)=O"""
"2645,""CCCCCCOc1ccc(N)cc1"""
"2646,""CCO[P](=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl"""
"2647,""O=C(/C=C/C=C/c1ccc2OCOc2c1)N3CCCCC3"""
"2648,""CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2"""
2649,NA
"2650,""[H+].[Cl-].ClCCN1CCCC1"""
"2651,""CC(C)=C[C@H]1[C@H](C(=O)OC2CC(=O)C(=C2C)CC#C)C1(C)C"""
"2652,""CC(C)(C)CC(C)(C)N"""
"2653,""Oc1ccccc1Cc2ccccc2O"""
"2654,""Clc1cc(Cl)cc(c1)C2(CO2)CC(Cl)(Cl)Cl"""
"2655,""CCCCCCCCCc1ccc(OCCO)cc1.II"""
"2656,""[Na+].CCCCOC([S-])=S"""
2657,NA
"2658,""CCN(CCO)c1cccc(C)c1"""
"2659,""CCOCCO"""
2660,NA
"2661,""CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O"""
"2662,""CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn3cncn3"""
2663,NA
2664,NA
"2665,""C(c1ccccc1)c2ccccc2"""
"2666,""CCOC(=O)CCCCC(=O)OCC"""
"2667,""[K+].CC1=CC(=O)C(=NN1c2ccc(Cl)cc2)C([O-])=O"""
"2668,""Oc1cc2ccccc2nc1C3C(=O)c4ccccc4C3=O"""
"2669,""OCCS"""
"2670,""OCC(F)(F)F"""
"2671,""CO[P](=O)(OC)OC"""
"2672,""[Ca++].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O"""
"2673,""[Na+].[O-][S](=O)(=O)c1ccc(Cl)cc1"""
"2674,""[NH4+].[NH4+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O"""
2675,NA
"2676,""Nc1cccc(Cl)c1"""
2677,NA
2678,NA
2679,NA
"2680,""Cc1ccc(Cl)cc1"""
"2681,""CN(C)C"""
"2682,""O[P](O)(=O)CCCl"""
"2683,""CC(=O)Nc1cc(N[S](=O)(=O)C(F)(F)F)c(C)cc1C"""
"2684,""[Na+].CCN(CC)C([S-])=S"""
"2685,""COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC"""
"2686,""S"""
"2687,""[Zn++].[Zn++].[Zn++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O"""
"2688,""[Na+].[Na+].CCOc1ccc(cc1)N=Nc2ccc(Sc3ccc(cc3[S]([O-])(=O)=O)N=Nc4ccc(OCC)cc4)c(c2)[S]([O-])(=O)=O"""
2689,NA
2690,NA
"2691,""CCC(C)c1ccc(O)cc1"""
"2692,""O=C1CCCN1"""
"2693,""O[C@@H](CC[C@@H](O)[S]([O-])(=O)=O)[S]([O-])(=O)=O"""
2694,NA
"2695,""[NH4+].O.NC([O-])=O"""
"2696,""CC(=O)Nc1ccccc1"""
"2697,""C1Cc2ccccc2O1"""
"2698,""O=C1NC=CC=N1"""
"2699,""[O-][N+](=O)c1oc(cc1)\C=N\N2CCOC2=O"""
"2700,""CCCSCCSCCC"""
"2701,""CCCCCC=C"""
"2702,""C[C@H]1OC=C2C(=O)C(=C(O)O)C(=O)C(=C2[C@@H]1C)C"""
"2703,""[Na+].[Na+].[Na+].OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O"""
"2704,""[I-].C[N+](C)(C)c1ccccc1"""
"2705,""CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC"""
2706,NA
"2707,""CCCCCCCCCC"""
2708,NA
2709,NA
"2710,""[Pb++].O[As]([O-])([O-])=O"""
"2711,""OCCCc1cccnc1"""
"2712,""Brc1ccccc1Br"""
"2713,""CC(CCl)[N+]([O-])=O"""
"2714,""CCCBr"""
"2715,""FC(F)(F)c1ccccc1C#N"""
"2716,""CCC(C)(C)OC"""
"2717,""COc1c(O)c(Cl)cc(Cl)c1Cl"""
"2718,""[H+].[Cl-].CN(CCCl)CCCl"""
"2719,""Cc1c(ccc(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O"""
"2720,""CC(C)(Cl)OC(C)(C)Cl"""
"2721,""CCc1cccc(CC)c1"""
"2722,""O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3"""
"2723,""Cc1c(cc(N)cc1[N+]([O-])=O)[N+]([O-])=O"""
"2724,""CCN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"""
"2725,""Cc1cc(O)ccc1O"""
2726,NA
2727,NA
2728,NA
"2729,""Cc1cc2cccc(C)c2cc1C"""
2730,NA
"2731,""ClCC(=O)c1ccccc1"""
"2732,""CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1"""
"2733,""CCCCC(CC)CO"""
"2734,""CCOc1ccc(N)c(c1)[N+]([O-])=O"""
"2735,""CCN(CC)c1ccccc1"""
2736,NA
"2737,""CCOc1cc(NC(C)=O)ccc1C(=O)OC"""
2738,NA
"2739,""C=CCOCC1CO1"""
"2740,""OC(=O)\C=C\C(O)=O"""
"2741,""OC(=O)CNC[P](O)(O)=O"""
"2742,""CCN(CC)CCCC(C)=O"""
"2743,""FC1=CNC(=O)NC1=O"""
"2744,""CCO[P](=O)(Cc1ccccc1)OCC"""
"2745,""Oc1ccc(cc1)N=C2C=CC(=O)C=C2"""
"2746,""CC(C)C1=CC2=CCC3C(C)(CO)CCCC3(C)C2CC1"""
2747,NA
"2748,""OC(O)C(Cl)(Cl)Cl"""
"2749,""FC(F)(F)Oc1ccc(NC(=O)NC(=O)c2ccccc2Cl)cc1"""
"2750,""OC(=O)CF"""
"2751,""[Na+].CCCCCCCCCCCC[S]([O-])(=O)=O"""
2752,NA
2753,NA
"2754,""CCO[P](=S)(OCC)Oc1cc(on1)c2ccccc2"""
"2755,""[Na+].CCN(Cc1cccc(c1)[S]([O-])(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(C)C)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O"""
"2756,""[K+].CCOC([S-])=S"""
"2757,""[Hg++].[O-][N+]([O-])=O.[O-][N+]([O-])=O"""
"2758,""CO[P](O)(=O)Oc1ccc(c(C)c1)[N+]([O-])=O"""
2759,NA
"2760,""COc1c(O)c(OC)c(Cl)c(Cl)c1Cl"""
"2761,""Cc1cc(Cl)cc(O)c1O"""
"2762,""CC(C)(CC(O)=O)CC(O)=O"""
"2763,""Cc1c(Cl)cccc1NC=O"""
"2764,""CCOC(=O)C1=NOC(C1)(c2ccccc2)c3ccccc3"""
"2765,""Cc1cc(O)ccc1[N+]([O-])=O"""
"2766,""CCO[P](=O)(NC(C)C)Oc1ccc(SC)c(C)c1"""
"2767,""CCCCCCCCCCCCc1ccc(O)cc1"""
"2768,""CO[P](=S)(OC)Oc1ccc(c(c1)C(O)=O)[N+]([O-])=O"""
"2769,""[Na+].[O-]C=O"""
"2770,""CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2"""
"2771,""Oc1c(Cl)cc(Cl)cc1[N+]([O-])=O"""
2772,NA
2773,NA
"2774,""CCCCCCC(C)O"""
"2775,""Cc1cc(O)ccc1N"""
"2776,""[H-].[Na+].SC(=S)N1CCCC1"""
"2777,""[Na+].[Na+].Oc1ccc(Cl)cc1N\N=C/2C(=O)c3c(O)cc(cc3C=C2[S]([O-])(=O)=O)[S]([O-])(=O)=O"""
"2778,""CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl"""
2779,NA
"2780,""s1cnc2ccccc12"""
"2781,""OC[P](O)(=O)CO"""
2782,NA
"2783,""[Cl-].C[N+](C)(CC=C)CC=C"""
"2784,""C=CCCCCCCC=C"""
"2785,""Nc1ccc(cc1)N=Nc2ccccc2"""
"2786,""CC(=C)C(C)=C"""
"2787,""BrC#N"""
"2788,""[Na+].[Na+].[S-]SC([S-])=S"""
"2789,""[Na+].CCCC([N-]OCC=C)=C1C(=O)CC(C)(C)C(C(=O)OC)C1=O"""
2790,NA
2791,NA
"2792,""CO[P](=O)(Oc1ccc(c(C)c1)[N+]([O-])=O)SC"""
"2793,""CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O"""
"2794,""CCCCCCCCOC(=O)c1cccc(c1)C(=O)OCCCCCCCC"""
2795,NA
"2796,""CC(C)=CCCC(C)=O"""
"2797,""[Cl]|[Pt--](|[Cl])(|[Cl])(|[Cl])(|[Cl])|[Cl].[H+].[H+]"""
2798,NA
"2799,""[Mn]"""
"2800,""Cc1cccc2n[nH]nc12"""
"2801,""OCC(O)CO"""
"2802,""CCCCC(C)=O"""
2803,NA
"2804,""[Na+].Oc1ccc(cc1)[S]([O-])(=O)=O"""
"2805,""[Na+].CCCC(C)C1(CC)C(=O)NC(=O)[N-]C1=O"""
"2806,""CCc1ccccn1"""
2807,NA
2808,NA
"2809,""CCCCCCCCOC(=O)C(C)O"""
2810,NA
"2811,""CCCCCCCCCCCCOc1ccc(c(O)c1)C(=O)c2ccccc2"""
"2812,""o1ccc2ccccc12"""
"2813,""CC(C)C1C(C)C(C)(C)c2cc(C)c(cc12)C(C)=O"""
2814,NA
"2815,""CC(=C)C(=O)OCC=C"""
"2816,""CCCCCCCC#CCO"""
"2817,""CO[P](=S)(OC)Oc1ccc(c(CO)c1)[N+]([O-])=O"""
"2818,""[Na+].[O-][S](=O)(=O)c1cc(ccc1\C=C\c2ccccc2)n3nc4ccc5ccccc5c4n3"""
"2819,""CCN"""
"2820,""CC(=O)CC(C)(C)O"""
"2821,""O\N=C(Cl)\C(=O)c1ccc(O)cc1"""
2822,NA
"2823,""Cc1ccc(C)c(O)c1"""
"2824,""CCCSSCCC"""
"2825,""COC(=O)c1ccc(cc1)C#N"""
"2826,""CC(=O)Nc1ccc2c(Cc3ccccc23)c1"""
"2827,""[K+].[K+].[K+].[Co+3].[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N"""
"2828,""O=C1C=C(Oc2ccccc12)c3ccccc3"""
2829,NA
"2830,""ClC1C(Cl)C2(Cl)C3C4C=CC5C3C1(Cl)C2(Cl)C45Cl"""
"2831,""Cc1ccc(N)c(Cl)c1"""
"2832,""OCc1ccc(O)cc1"""
2833,NA
"2834,""NC(=O)c1ccc(cc1)[N+]([O-])=O"""
2835,NA
"2836,""OCc1cc(O)ccc1[N+]([O-])=O"""
"2837,""NC(N)=S"""
"2838,""C=CCC#N"""
"2839,""Cc1oc(C)c(C)n1"""
"2840,""[Na+].CN1CN(C)C(=S)S[CH-]1"""
2841,NA
"2842,""[K+].[I-]"""
2843,NA
"2844,""CC(C)=CCC/C(C)=C/Cc1cc(O)ccc1O"""
2845,NA
"2846,""CN(C)C(=S)N(C)C"""
"2847,""[Na+].[O-]c1c2cc(ccc2c(cc1[N+]([O-])=O)[N+]([O-])=O)[S]([O-])(=O)=O"""
"2848,""CCOC(=O)[C@@H](C)Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1"""
"2849,""O.O.O.[Na+].[Na+].[Na+].OC(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O"""
"2850,""[K+].[K+].[K+].[K+].O[S]([O-])(=O)=O.O[S](=O)(=O)O[O-].[O-][S]([O-])(=O)=O"""
2851,NA
"2852,""C\1C\C=C/CC\C=C/CC/C=C1"""
"2853,""[O-][N+](=O)c1ccccc1Br"""
"2854,""[O-]C(=O)Cn1cncn1"""
2855,NA
"2856,""COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc2ccc(OCC(O)CNC(C)C)cc2.O[C@H]([C@@H](O)C(O)=O)C(O)=O"""
"2857,""[NH4+].[O-][Cl](=O)(=O)=O"""
"2858,""CC(C)c1cc(Cl)c(C)cc1O"""
"2859,""O.NN"""
2860,NA
"2861,""CCCCCCCCCCCCCCCCN(C)C"""
2862,NA
"2863,""ClCC#N"""
2864,NA
"2865,""[Na+].CCNc1nc(Cl)nc(NCC)n1.CCNc2nc(NC(C)(C)C)nc(SC)n2.Cc3cc(Cl)ccc3OCC([O-])=O"""
"2866,""NC(=O)c1ccccc1"""
2867,NA
"2868,""CC[Pb](CC)(CC)CC"""
"2869,""Nc1n(nc(C#N)c1[S](=O)(=O)C(F)(F)F)c2c(Cl)cc(cc2Cl)C(F)(F)F"""
"2870,""Cc1ccc(c(N)c1[N+]([O-])=O)[N+]([O-])=O"""
"2871,""Cc1ccc2n[nH]nc2c1"""
"2872,""CCCCCCN"""
2873,NA
"2874,""CC(=C)C(=O)OCCO"""
"2875,""Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br"""
2876,NA
"2877,""Cc1cc(ccc1N)[S](O)(=O)=O"""
"2878,""CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O"""
"2879,""CO[P](O)(=O)OC"""
"2880,""CCCSCCC"""
"2881,""NC(=O)c1ccccc1N"""
"2882,""CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl"""
"2883,""CCCCOCCOC(=O)COc1ccc(Cl)cc1C"""
"2884,""Clc1ccc(cc1)C(c2ccccc2Cl)C(Cl)(Cl)Cl"""
"2885,""OCCN(CCO)c1ccccc1"""
"2886,""CC/C=C/CCO"""
"2887,""Oc1ccc(c(O)c1)C(=O)c2ccc(O)cc2O"""
2888,NA
2889,NA
2890,NA
"2891,""CC1(C)CCCC2(C)C3CCC(C13)C2=C"""
"2892,""[Cl-].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O.[H+]"""
"2893,""[NH4+].[Br-]"""
"2894,""OC(=O)CC(O)(CC(O)=O)C(O)=O.Oc1cccc2cccnc12"""
"2895,""Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl"""
"2896,""CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2"""
"2897,""CCCCOC(=O)C1=CC(=O)CC(C)(C)O1"""
"2898,""Cc1ccc(C)c(O)c1C"""
"2899,""[Cl-].OC(=O)C[n+]1ccccc1"""
"2900,""CC(C)CC=O"""
"2901,""Oc1cc(O)cc(O)c1"""
2902,NA
"2903,""Clc1ccc(cc1)c2ccccc2NC(=O)c3cccnc3Cl"""
"2904,""CC(C)(C)c1ccc(Oc2cccc(C=O)c2)cc1"""
2905,NA
"2906,""CC(C)NCC(O)COc1cccc2ccccc12"""
"2907,""[Na+].CCCC([O-])=O"""
"2908,""[K+].[K+].[O-][Se]([O-])(=O)=O"""
"2909,""Cn1cccc1C(C)=O"""
"2910,""[K+].[K+].[O-][Te]([O-])=O"""
"2911,""CCCCCCCCSCCO"""
"2912,""Brc1cscc1"""
"2913,""CO[P](=S)(NC(C)C)Oc1ccc(C)cc1[N+]([O-])=O"""
"2914,""Nc1ccc2ccccc2c1N=Nc3ccccc3"""
"2915,""CCCCCCCCCCCCO"""
"2916,""Nc1ccc2c([nH]c3ccccc23)n1"""
"2917,""NCCCN1CCN(CCCN)CC1"""
2918,NA
2919,NA
2920,NA
"2921,""Cc1ccc(C)c(C)c1"""
2922,NA
2923,NA
"2924,""Clc1ccc(c(Cl)c1)C2(CC(Br)CO2)Cn3cncn3"""
"2925,""N#Cc1ccccc1C#N"""
"2926,""CC12CCC(CC1)C(C)(C)O2"""
"2927,""[Cl-].[Cl-].[Cl-].[Cl-].[Zr+4]"""
"2928,""CCC=O"""
"2929,""Cc1ccc(cc1)C(C)(C)C"""
"2930,""Cc1cc(O)c(cc1[N+]([O-])=O)[N+]([O-])=O"""
"2931,""CCCCCCCBr"""
"2932,""CCCCOC(=O)CCCCC(=O)OCCCC"""
2933,NA
"2934,""CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O"""
"2935,""CC(C)N"""
"2936,""[Ni++].CCCCN(CCCC)C([S-])=S.CCCCN(CCCC)C([S-])=S"""
"2937,""CC(C)CC(C)O"""
"2938,""CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC"""
2939,NA
"2940,""OC(=O)\C=C\C(O)=O.OC(=O)\C=C\C(O)=O.C1CN(CCN1)Cc2ccccc2"""
"2941,""ClC1=C(Cl)C2(Cl)C3C=CCC3C1(Cl)C2(Cl)Cl"""
"2942,""O=Cc1cccnc1"""
2943,NA
"2944,""O=[P](N1CC1)(N2CC2)N3CC3"""
2945,NA
"2946,""C[Si](Cn1cncn1)(c2ccc(F)cc2)c3ccc(F)cc3"""
"2947,""CCOC(=O)C(O)C(O)C(=O)OCC"""
"2948,""CCCCCCOc1ccc(C=O)cc1OC"""
"2949,""CCCCCCCCCCCC(C)=O"""
"2950,""Cc1nnc(N)nc1C"""
"2951,""Oc1cccnc1Cl"""
"2952,""O=C1NC(=O)NC(=O)N1"""
2953,NA
"2954,""Cc1cc(C)c2ccccc2c1"""
2955,NA
"2956,""[K+].CCOC([S-])=S"""
"2957,""Cc1cccc(c1N)[N+]([O-])=O"""
"2958,""CC(CN(C)C)C(C)=O"""
"2959,""CC1(C)COCN1"""
"2960,""CCO[P](O)(=O)OCC"""
"2961,""CCCCc1ccc(N)cc1"""
2962,NA
"2963,""BrCC=C"""
"2964,""CC\C(C)=N\O"""
"2965,""[Cl-].[Cl-].[Cl-].[Cl-].[Ti+4]"""
2966,NA
2967,NA
"2968,""CC1CC(C)(C)c2cc(C(C)=O)c(C)cc2C1(C)C"""
"2969,""CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c2ccccc2"""
"2970,""[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)C"""
"2971,""ON=C1CCCCC1"""
"2972,""CCCCCCCC[S](=O)C(C)Cc1ccc2OCOc2c1"""
"2973,""[Cl-].C[N+](C)(C)CC1CO1"""
"2974,""COC(=O)c1ccc(c(N)c1)C(=O)OC"""
"2975,""CC(Br)=O"""
"2976,""NCCc1ccccc1.NCCc2ccccc2.O[S](O)(=O)=O"""
"2977,""CCOC(=O)C(C)O"""
"2978,""Cc1cccc(C)c1N"""
"2979,""CC(C)(C)O"""
"2980,""CCCCCCC(=O)NO"""
"2981,""[O-][N+](=O)c1ccc(Oc2ccccc2)cc1"""
2982,NA
"2983,""CCOc1nc(NC)nc(NC(=O)N[S](=O)(=O)c2ccccc2C(=O)OC)n1"""
2984,NA
"2985,""CCOC(=O)CCC(=O)OCC"""
2986,NA
"2987,""CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C"""
2988,NA
"2989,""COc1ccccc1C(N)=O"""
"2990,""CCCCCCCC(=O)NO"""
